,BeanOrigin,Rating,CocoaPercent,BeanType,Australia,Belize,Bolivia,Brazil,Cameroon,Colombia,Congo,Costa Rica,Cuba,Dominican Republic,Ecuador,El Salvador,Fiji,Gabon,Ghana,Grenada,Guatemala,Haiti,Honduras,India,Indonesia,Jamaica,Liberia,Madagascar,Malaysia,Martinique,Mexico,Nicaragua,Nigeria,Panama,Papua New Guinea,Peru,Philippines,Puerto Rico,Samoa,Sao Tome,Sao Tome & Principe,Solomon Islands,Sri Lanka,Suriname,Tanzania,Tobago,Togo,Trinidad,Uganda,Vanuatu,Venezuela,Vietnam
1315,Venezuela,3.25,75%,Criollo (Porcelana),0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.7,0.7,0.7,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.7,0.49,0.49,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,1,0.49
1316,Venezuela,3.5,75%,Trinitario,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.7,0.7,0.7,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.7,0.49,0.49,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,1,0.49
1317,Venezuela,2,75%,U,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.7,0.7,0.7,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.7,0.49,0.49,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,1,0.49
1318,Papua New Guinea,3,75%,Trinitario,0.7,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.49,0.7,0.7,0.49,0.49,0.49,0.7,0.49,0.49,0.49,0.49,0.49,1,0.49,0.7,0.49,0.7,0.49,0.49,0.7,0.7,0.49,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7
1319,Madagascar,3,100%,Criollo,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.49,0.7,0.7,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.7,1,0.49,0.49,0.49,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.49,0.7,0.7,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49
1320,Dominican Republic,2,75%,U,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.7,1,0.7,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.7,0.49,0.49,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.7,0.49
1321,Brazil,3.5,75%,U,0.49,0.7,0.7,1,0.49,0.7,0.49,0.7,0.7,0.7,0.7,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.7,0.49,0.49,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.7,0.49
1322,Sao Tome,4,75%,Forastero,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.49,0.7,0.7,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.7,0.7,0.49,0.49,0.49,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.49,1,0.7,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49
1323,Brazil,3,75%,Forastero,0.49,0.7,0.7,1,0.49,0.7,0.49,0.7,0.7,0.7,0.7,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.7,0.49,0.49,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.7,0.49
1324,Tanzania,3.5,75%,Criollo,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.49,0.7,0.7,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.7,0.7,0.49,0.49,0.49,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.49,0.7,0.7,0.49,0.49,0.49,1,0.49,0.7,0.49,0.7,0.49,0.49,0.49
1325,Sao Tome & Principe,3.5,75%,Forastero,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.49,0.7,0.7,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.7,0.7,0.49,0.49,0.49,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.49,0.7,1,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49
1326,Trinidad,3.5,75%,Trinitario,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.7,0.7,0.7,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.7,0.49,0.49,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,1,0.49,0.49,0.7,0.49
1327,Madagascar,3.75,75%,Criollo,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.49,0.7,0.7,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.7,1,0.49,0.49,0.49,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.49,0.7,0.7,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49
1328,Indonesia,3.5,75%,Criollo,0.7,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.49,0.7,1,0.49,0.49,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.7,0.7,0.49,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7
1329,Venezuela,3.5,75%,Trinitario,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.7,0.7,0.7,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.7,0.49,0.49,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,1,0.49
1330,Jamaica,4,75%,Trinitario,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.7,0.7,0.7,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.7,0.49,0.49,1,0.49,0.49,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.7,0.49
1331,Ecuador,3,75%,Trinitario,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.7,0.7,1,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.7,0.49,0.49,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.7,0.49
1332,Vanuatu,3,75%,Trinitario,0.7,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.49,0.7,0.7,0.49,0.49,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.7,0.7,0.49,0.49,0.49,0.49,0.49,0.49,1,0.49,0.7
1333,Ghana,3.25,75%,Forastero,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.49,0.7,1,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.7,0.7,0.49,0.49,0.49,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.49,0.7,0.7,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49
1334,Colombia,3.5,75%,Trinitario,0.49,0.7,0.7,0.7,0.49,1,0.49,0.7,0.7,0.7,0.7,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.7,0.49,0.49,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.7,0.49
1335,Ecuador,4,80%,"Criollo, Trinitario",0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.7,0.7,1,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.7,0.49,0.49,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.7,0.49
1336,Cuba,3,75%,Trinitario,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,1,0.7,0.7,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.7,0.49,0.49,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.7,0.49
1339,Ecuador,3.5,77%,U,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.7,0.7,1,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.7,0.49,0.49,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.7,0.49
1340,Grenada,3.5,70%,Trinitario,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.7,0.7,0.7,0.7,0.49,0.49,0.49,1,0.7,0.7,0.7,0.49,0.49,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.7,0.49
1341,Madagascar,3.5,74%,Criollo,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.49,0.7,0.7,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.7,1,0.49,0.49,0.49,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.49,0.7,0.7,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49
1342,Honduras,2.75,80%,U,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.7,0.7,0.7,0.7,0.49,0.49,0.49,0.7,0.7,0.7,1,0.49,0.49,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.7,0.49
1343,Venezuela,2.75,75%,Trinitario,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.7,0.7,0.7,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.7,0.49,0.49,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,1,0.49
1344,Ecuador,3,75%,Forastero (Nacional),0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.7,0.7,1,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.7,0.49,0.49,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.7,0.49
1345,Madagascar,3.25,72%,Trinitario,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.49,0.7,0.7,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.7,1,0.49,0.49,0.49,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.49,0.7,0.7,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49
1346,Ecuador,2.75,85%,Forastero (Nacional),0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.7,0.7,1,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.7,0.49,0.49,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.7,0.49
1347,Venezuela,2.75,73%,U,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.7,0.7,0.7,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.7,0.49,0.49,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,1,0.49
1348,Brazil,3.25,75%,U,0.49,0.7,0.7,1,0.49,0.7,0.49,0.7,0.7,0.7,0.7,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.7,0.49,0.49,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.7,0.49
1349,Brazil,3.5,85%,U,0.49,0.7,0.7,1,0.49,0.7,0.49,0.7,0.7,0.7,0.7,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.7,0.49,0.49,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.7,0.49
1350,Brazil,2.75,55%,U,0.49,0.7,0.7,1,0.49,0.7,0.49,0.7,0.7,0.7,0.7,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.7,0.49,0.49,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.7,0.49
1351,Brazil,3.25,80%,U,0.49,0.7,0.7,1,0.49,0.7,0.49,0.7,0.7,0.7,0.7,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.7,0.49,0.49,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.7,0.49
1352,Brazil,3,60%,U,0.49,0.7,0.7,1,0.49,0.7,0.49,0.7,0.7,0.7,0.7,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.7,0.49,0.49,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.7,0.49
1353,Brazil,3.25,65%,U,0.49,0.7,0.7,1,0.49,0.7,0.49,0.7,0.7,0.7,0.7,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.7,0.49,0.49,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.7,0.49
1354,Mexico,2.75,70%,Criollo,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.7,0.7,0.7,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.7,0.49,0.49,0.7,0.49,0.49,0.49,0.7,1,0.7,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.7,0.49
1355,Mexico,3,74%,Trinitario,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.7,0.7,0.7,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.7,0.49,0.49,0.7,0.49,0.49,0.49,0.7,1,0.7,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.7,0.49
1357,Congo,2.75,75%,Forastero,0.49,0.49,0.49,0.49,0.7,0.49,1,0.49,0.49,0.49,0.49,0.49,0.49,0.7,0.7,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.7,0.7,0.49,0.49,0.49,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.49,0.7,0.7,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49
1358,Madagascar,3.25,75%,Trinitario,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.49,0.7,0.7,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.7,1,0.49,0.49,0.49,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.49,0.7,0.7,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49
1359,Dominican Republic,3.5,85%,U,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.7,1,0.7,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.7,0.49,0.49,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.7,0.49
1360,Guatemala,2.75,70%,U,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.7,0.7,0.7,0.7,0.49,0.49,0.49,0.7,1,0.7,0.7,0.49,0.49,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.7,0.49
1361,Ecuador,3,75%,"Forastero(Arriba, CCN)",0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.7,0.7,1,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.7,0.49,0.49,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.7,0.49
1362,Peru,2.5,70%,U,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.7,0.7,0.7,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.7,0.49,0.49,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.49,0.7,0.49,1,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.7,0.49
1363,Peru,3.25,80%,U,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.7,0.7,0.7,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.7,0.49,0.49,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.49,0.7,0.49,1,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.7,0.49
1364,Peru,3.5,73%,Criollo,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.7,0.7,0.7,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.7,0.49,0.49,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.49,0.7,0.49,1,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.7,0.49
1365,Peru,3.25,75%,Criollo,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.7,0.7,0.7,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.7,0.49,0.49,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.49,0.7,0.49,1,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.7,0.49
1367,Ecuador,3.25,75%,U,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.7,0.7,1,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.7,0.49,0.49,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.7,0.49
1368,Ecuador,2.5,75%,Forastero (Arriba),0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.7,0.7,1,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.7,0.49,0.49,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.7,0.49
1369,Ecuador,3,75%,Forastero (Arriba),0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.7,0.7,1,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.7,0.49,0.49,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.7,0.49
1370,Ecuador,3.5,67%,Forastero (Arriba),0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.7,0.7,1,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.7,0.49,0.49,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.7,0.49
1371,Ecuador,3.75,75%,Forastero (Arriba),0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.7,0.7,1,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.7,0.49,0.49,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.7,0.49
1372,Ecuador,3.75,75%,U,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.7,0.7,1,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.7,0.49,0.49,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.7,0.49
1373,Ecuador,3.5,85%,U,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.7,0.7,1,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.7,0.49,0.49,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.7,0.49
1375,Belize,3.75,75%,Trinitario,0.49,1,0.7,0.7,0.49,0.7,0.49,0.7,0.7,0.7,0.7,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.7,0.49,0.49,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.7,0.49
1376,Peru,3,75%,Forastero (Nacional),0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.7,0.7,0.7,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.7,0.49,0.49,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.49,0.7,0.49,1,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.7,0.49
1377,Madagascar,4,75%,Trinitario,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.49,0.7,0.7,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.7,1,0.49,0.49,0.49,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.49,0.7,0.7,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49
1378,Ecuador,3.25,75%,Nacional (Arriba),0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.7,0.7,1,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.7,0.49,0.49,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.7,0.49
1379,Trinidad,3.5,75%,Trinitario,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.7,0.7,0.7,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.7,0.49,0.49,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,1,0.49,0.49,0.7,0.49
1380,Costa Rica,3.5,75%,U,0.49,0.7,0.7,0.7,0.49,0.7,0.49,1,0.7,0.7,0.7,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.7,0.49,0.49,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.7,0.49
1381,Costa Rica,3.25,70%,U,0.49,0.7,0.7,0.7,0.49,0.7,0.49,1,0.7,0.7,0.7,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.7,0.49,0.49,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.7,0.49
1382,Costa Rica,3.25,70%,U,0.49,0.7,0.7,0.7,0.49,0.7,0.49,1,0.7,0.7,0.7,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.7,0.49,0.49,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.7,0.49
1383,Costa Rica,3.25,70%,U,0.49,0.7,0.7,0.7,0.49,0.7,0.49,1,0.7,0.7,0.7,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.7,0.49,0.49,0.7,0.49,0.49,0.49,0.7,0.7,0.7,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.7,0.49
1384,Madagascar,3.25,75%,Trinitario,0.49,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.49,0.7,0.7,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.7,1,0.49,0.49,0.49,0.49,0.7,0.49,0.49,0.49,0.49,0.49,0.49,0.7,0.7,0.49,0.49,0.49,0.7,0.49,0.7,0.49,0.7,0.49,0.49,0.49
